"year","month","day","line","ridership"
2021,1,31,"Blue",-64.70993411397262
2021,2,1,"Blue",-65.06532407875618
2021,2,2,"Blue",-65.15640093611512
2021,2,3,"Blue",-66.56691398474183
2021,2,4,"Blue",-66.45832265997234
2021,2,5,"Blue",-66.12610284897903
2021,2,6,"Blue",-66.11638128877141
2021,2,7,"Blue",-66.22447104105176
2021,2,8,"Blue",-66.33264620552755
2021,2,9,"Blue",-66.3779589202483
2021,2,10,"Blue",-66.2507706196832
2021,2,11,"Blue",-65.88697158154623
2021,2,12,"Blue",-65.6532685858048
2021,2,13,"Blue",-65.56076222573608
2021,2,14,"Blue",-65.3401012857899
2021,2,15,"Blue",-65.1142968502914
2021,2,16,"Blue",-64.23944997251456
2021,2,17,"Blue",-63.01014890941278
2021,2,18,"Blue",-62.823739269090154
2021,2,19,"Blue",-62.97270986661927
2021,2,20,"Blue",-63.01983818560618
2021,2,21,"Blue",-63.18297134661217
2021,2,22,"Blue",-63.34578112711563
2021,2,23,"Blue",-63.11932937263892
2021,2,24,"Blue",-62.55310230304789
2021,2,25,"Blue",-62.47910572503134
2021,2,26,"Blue",-62.13952758187615
2021,2,27,"Blue",-62.15520569976195
2021,2,28,"Blue",-62.28007977846464
2021,3,1,"Blue",-62.404461570258164
2021,3,2,"Blue",-61.75847415198401
2021,3,3,"Blue",-62.71073125431096
2021,3,4,"Blue",-62.95359085588377
2021,3,5,"Blue",-62.90765902239714
2021,3,6,"Blue",-62.90070179696428
2021,3,7,"Blue",-62.87674328186381
2021,3,8,"Blue",-62.852849521465956
2021,3,9,"Blue",-62.39727165604133
2021,3,10,"Blue",-62.018573694711456
2021,3,11,"Blue",-61.607197165536334
2021,3,12,"Blue",-60.53820224935894
2021,3,13,"Blue",-59.84051074457047
2019,1,15,"Green",15.644983619690706
2019,1,16,"Green",13.562516225070897
2019,1,17,"Green",13.316135243538197
2019,1,18,"Green",12.10106803922686
2019,1,19,"Green",1.061573586943814
