"year","month","day","line","ridership"
2019,4,7,"Blue",-10.68274742636513
2019,4,8,"Blue",-10.51270851757974
2019,4,9,"Blue",-9.996034201592472
2019,4,10,"Blue",-9.93581344378231
2019,4,11,"Blue",-9.579607638317752
2019,4,12,"Blue",-9.349636112764461
2019,4,13,"Blue",-10.364249750439008
2019,4,14,"Blue",-10.180278291479654
2019,4,15,"Blue",-9.993424854051684
2019,4,16,"Blue",-8.843932028807888
2019,4,17,"Blue",-9.048703648880592
2019,4,18,"Blue",-8.955351508321034
2019,4,19,"Blue",-8.543104754818886
2019,4,20,"Blue",-8.357585048255434
2019,4,21,"Blue",-8.525136298521177
2019,4,22,"Blue",-8.69293994651387
2019,4,23,"Blue",-7.856421959484066
2019,4,24,"Blue",-7.985985865053545
2019,4,25,"Blue",-7.298835351169236
2019,4,26,"Blue",-8.010128106013044
2019,4,27,"Blue",-7.964178987216437
2019,4,28,"Blue",-7.840848259288699
2019,4,29,"Blue",-7.716804533842001
2019,4,30,"Blue",-5.782617360263757
2019,5,1,"Blue",-8.982658900867648
2019,5,2,"Blue",-9.913496262702612
2019,5,3,"Blue",-10.171414419961982
2019,5,4,"Blue",-11.031782448781936
2019,5,5,"Blue",-11.001512759073794
2019,5,6,"Blue",-10.971250722471956
2019,5,7,"Blue",-10.317334154653206
2019,5,8,"Blue",-10.465544124805096
2019,5,9,"Blue",-10.331461470736622
2019,5,10,"Blue",-11.160870775934086
2019,5,11,"Blue",-11.406210261412173
2019,5,12,"Blue",-11.43374751629079
2019,5,13,"Blue",-11.461277334806978
2019,5,14,"Blue",-11.435341920332636
2019,5,15,"Blue",-11.306438981342634
2019,5,16,"Blue",-10.823360008321036
2019,5,17,"Blue",-10.342881125433523
2019,5,18,"Blue",-10.590050434985544
2019,5,19,"Blue",-10.519697900176133
2019,5,20,"Blue",-10.449371579653373
2019,5,21,"Blue",-9.941899358090762
2019,5,22,"Blue",-9.762099419305429
2019,5,23,"Blue",-10.082700421940928
2019,5,24,"Blue",-10.521469101182078
2019,5,25,"Blue",-11.998608610681833
2019,5,26,"Blue",-11.736708216875819
2019,5,27,"Blue",-11.467021465085605
2019,5,28,"Blue",-9.827523326899666
2019,5,29,"Blue",-9.847939997945135
2019,5,30,"Blue",-10.214853350135417
2019,5,31,"Blue",-10.358806960275883
2019,6,1,"Blue",-10.092962144995857
2019,6,2,"Blue",-9.721247462093038
2019,6,3,"Blue",-9.34625140846243
2019,6,4,"Blue",-8.692292510612392
2019,6,5,"Blue",-8.288239356815728
2019,6,6,"Blue",-8.516202274161088
2019,6,7,"Blue",-8.263060758579329
2019,6,8,"Blue",-8.518484915967656
2019,6,9,"Blue",-8.242062930458644
2019,6,10,"Blue",-7.964816513230207
2019,6,11,"Blue",-4.341428739492735
2019,6,12,"Blue",-7.394501719301635
2019,6,13,"Blue",-7.740068653332383
2019,6,14,"Blue",-7.585480575835801
2019,6,15,"Blue",-7.63582640461397
2019,6,16,"Blue",-7.727535181468707
2019,6,17,"Blue",-7.819266828161364
2019,6,18,"Blue",-7.722646088584459
2019,6,19,"Blue",-8.600431782849862
2019,6,20,"Blue",-9.365863541439392
2019,6,21,"Blue",-9.766698197447097
2019,6,22,"Blue",-9.975593703154653
2019,6,23,"Blue",-9.893947885071789
2019,6,24,"Blue",-9.811896527440885
2019,6,25,"Blue",-10.156520866049703
2019,6,26,"Blue",-10.623371885829735
2019,6,27,"Blue",-11.27781102105206
2019,6,28,"Blue",-10.066575860126724
2019,6,29,"Blue",-10.445682451253482
2019,6,30,"Blue",-10.413919667122125
2019,7,1,"Blue",-10.382032465625306
2019,7,2,"Blue",-10.323096694210996
2019,7,3,"Blue",-10.198784412991998
2019,7,4,"Blue",-10.401339763675118
2019,7,5,"Blue",-10.876927249035962
2019,7,6,"Blue",-9.4990734782952
2019,7,7,"Blue",-9.397830946177512
2019,7,8,"Blue",-9.296257821370762
2019,7,9,"Blue",-9.094746011942647
2019,7,10,"Blue",-8.867225953413676
2019,7,11,"Blue",-8.739686433984776
2019,7,12,"Blue",-9.290180718752147
2019,7,13,"Blue",-10.41174654051256
2019,7,14,"Blue",-10.368240005135505
2019,7,15,"Blue",-10.324582055769508
2019,7,16,"Blue",-9.61366097459392
2019,7,17,"Blue",-10.009090091799939
2019,7,18,"Blue",-10.701447289769181
2019,7,19,"Blue",-10.817730081055037
2019,7,20,"Blue",-11.93438327120332
2019,7,21,"Blue",-11.83961797919395
2019,7,22,"Blue",-11.745382469941584
2019,7,23,"Blue",-12.356289181643103
2019,7,24,"Blue",-12.206664412406628
2019,7,25,"Blue",-11.878810641242124
2019,7,26,"Blue",-11.149975302543838
2019,7,27,"Blue",-11.44360389202279
2019,7,28,"Blue",-11.318026612086207
2019,7,29,"Blue",-11.191982693229669
2019,7,30,"Blue",-10.960738093506084
2019,7,31,"Blue",-11.746003355207973
2019,8,1,"Blue",-11.560378338540366
2019,8,2,"Blue",-11.386112798238027
2019,8,3,"Blue",-11.263417798973622
2019,8,4,"Blue",-11.030629522267505
2019,8,5,"Blue",-10.79614497137636
2019,8,6,"Blue",-9.973981323750667
2019,8,7,"Blue",-9.29316883610629
2019,8,8,"Blue",-8.822215149286844
2019,8,9,"Blue",-8.35105107757533
2019,8,10,"Blue",-8.55215387442547
2019,8,11,"Blue",-8.307852590768853
2019,8,12,"Blue",-8.060394691436974
2019,8,13,"Blue",-7.663703417399427
2019,8,14,"Blue",-7.278850791246281
2019,8,15,"Blue",-6.613013080703077
2019,8,16,"Blue",-6.675860002963141
2019,8,17,"Blue",-6.285622809087969
2019,8,18,"Blue",-6.289372251371131
2019,8,19,"Blue",-6.293140656248661
2019,8,20,"Blue",-5.956653360661017
2019,8,21,"Blue",-6.096489628674386
2019,8,22,"Blue",-6.123258655263542
2019,8,23,"Blue",-7.067285528513856
2019,8,24,"Blue",-7.759299858014085
2019,8,25,"Blue",-7.828625440556871
2019,8,26,"Blue",-7.8983434632344185
2019,8,27,"Blue",-7.756929297758125
2019,8,28,"Blue",-8.654127133236807
2019,8,29,"Blue",-8.436216374491513
2019,8,30,"Blue",-8.018003278787049
2019,8,31,"Blue",-9.099116939259787
2019,9,1,"Blue",-9.427368638350893
2019,9,2,"Blue",-9.76481900218297
2019,9,3,"Blue",-7.9987121992871595
2019,9,4,"Blue",-8.285860075631016
2019,9,5,"Blue",-7.790598729351085
2019,9,6,"Blue",-7.810023189007718
2019,9,7,"Blue",-7.9235783523760555
2019,9,8,"Blue",-7.6089098130308095
2019,9,9,"Blue",-7.293177891423803
2019,9,10,"Blue",-6.3175674503941766
2019,9,11,"Blue",-6.264397301829426
2019,9,12,"Blue",-5.788469679648575
2019,9,13,"Blue",-6.213209249226598
2019,9,14,"Blue",-7.397111002440621
2019,9,15,"Blue",-7.383355426058862
2019,9,16,"Blue",-7.369639755978091
2019,9,17,"Blue",-2.603206152183845
2019,9,18,"Blue",-5.4889123616057915
2019,9,19,"Blue",-4.531918943595402
2019,9,20,"Blue",-4.636958654294583
2019,9,21,"Blue",-4.957421753686007
2019,9,22,"Blue",-4.8738866050017124
2019,9,23,"Blue",-4.790115833096135
2019,9,24,"Blue",-4.6086259151064635
2019,9,25,"Blue",-4.4596741354029685
2019,9,26,"Blue",-4.394301961314062
2019,9,27,"Blue",-4.18105390785002
2019,9,28,"Blue",-3.793536249412081
2019,9,29,"Blue",-3.7014386880518466
2019,9,30,"Blue",-3.608898615647274
2019,10,1,"Blue",-3.4894920550873265
2019,10,2,"Blue",-3.508649133458888
2019,10,3,"Blue",-4.128598280680035
2019,10,4,"Blue",-5.0978744423097275
2019,10,5,"Blue",-5.576244270150692
2019,10,6,"Blue",-4.884162486721815
2019,10,7,"Blue",-4.177664413478613
2019,10,8,"Blue",-3.184673418682779
2019,10,9,"Blue",-3.7791582170951896
2019,10,10,"Blue",-4.927655773193187
2019,10,11,"Blue",-5.660835762876579
2019,10,12,"Blue",-6.771547610128248
2019,10,13,"Blue",-7.765798883075912
2019,10,14,"Blue",-8.760301765147993
2019,10,15,"Blue",-8.400884423682612
2019,10,16,"Blue",-8.484407578936429
2019,10,17,"Blue",-8.937713517801921
2019,10,18,"Blue",-9.13989288327904
2019,10,19,"Blue",-9.101105860552812
2019,10,20,"Blue",-9.027765365518906
2019,10,21,"Blue",-8.954132801917265
2019,10,22,"Blue",-8.448330709560594
2019,10,23,"Blue",-11.05439777571003
2019,10,24,"Blue",-10.422299093996116
2019,10,25,"Blue",-9.998902268486038
2019,10,26,"Blue",-10.020319260285698
2019,10,27,"Blue",-9.67455915220372
2019,10,28,"Blue",-9.3267633340331
2019,10,29,"Blue",-6.63889971030664
2019,10,30,"Blue",-7.0571848023207835
2019,10,31,"Blue",-8.399581441375751
2019,11,1,"Blue",-8.197364094002175
2019,11,2,"Blue",-8.025144469722791
2019,11,3,"Blue",-7.967996544973302
2019,11,4,"Blue",-7.910676320128996
2019,11,5,"Blue",-8.131884932737282
2019,11,6,"Blue",-7.996551696613159
2019,11,7,"Blue",-8.64874100403511
2019,11,8,"Blue",-9.52701484847663
2019,11,9,"Blue",-9.872240276736171
2019,11,10,"Blue",-9.879339071806692
2019,11,11,"Blue",-9.886559347172948
2019,11,12,"Blue",-9.396222506810108
2019,11,13,"Blue",-9.970524305098143
2019,11,14,"Blue",-10.060765737434567
2019,11,15,"Blue",-8.664964355762793
2019,11,16,"Blue",-8.168599394185993
2019,11,17,"Blue",-8.245740943880872
2019,11,18,"Blue",-8.323128626922736
2019,11,19,"Blue",-8.565889756160715
2019,11,20,"Blue",-8.218739678013934
2019,11,21,"Blue",-7.28553077232954
2019,11,22,"Blue",1.3057468317684604
2019,11,23,"Blue",6.465600919157703
2019,11,24,"Blue",6.685325234720817
2019,11,25,"Blue",6.905941086381446
2019,11,26,"Blue",9.247832585949178
2019,11,27,"Blue",4.857592171937795
2019,11,28,"Blue",-2.6123184761668976
2019,11,29,"Blue",-7.203229007118843
2019,11,30,"Blue",-8.077162891977707
2019,12,1,"Blue",-8.67946580828112
2019,12,2,"Blue",-9.28021278835022
2019,12,3,"Blue",-11.028169552421359
2019,12,4,"Blue",-11.20274600065109
2019,12,5,"Blue",-11.059023593115084
2019,12,6,"Blue",-12.494847755869811
2019,12,7,"Blue",-19.54779044553354
2019,12,8,"Blue",-20.56460027144572
2019,12,9,"Blue",-21.558917252070824
2019,12,10,"Blue",-22.52313729546831
2019,12,11,"Blue",-22.842559259549247
2019,12,12,"Blue",-20.81953268117228
2019,12,13,"Blue",-14.176567465613715
2019,12,14,"Blue",-12.725644914662793
2019,12,15,"Blue",-11.429689937041996
2019,12,16,"Blue",-10.125798013644102
2019,12,17,"Blue",-9.532363382511939
2019,12,18,"Blue",-7.551949262559073
2019,12,19,"Blue",-7.745640475109074
2019,12,20,"Blue",-8.541919972995967
2019,12,21,"Blue",-7.679948323848102
2019,12,22,"Blue",-6.802621193487399
2019,12,23,"Blue",-5.897377285851781
2019,12,24,"Blue",-7.652613067261795
2019,12,25,"Blue",-7.978335342257184
2019,12,26,"Blue",-8.166163061754425
2019,12,27,"Blue",-9.081998530798092
2019,12,28,"Blue",-7.742476607100392
2019,12,29,"Blue",-7.551285410409597
2019,12,30,"Blue",-7.354762218416545
2019,12,31,"Blue",-9.173942183300714
2020,1,1,"Blue",-8.848583919771432
2020,1,2,"Blue",-9.269711958102997
2020,1,3,"Blue",-9.33794009586608
2020,1,4,"Blue",-9.02090531839712
2020,1,5,"Blue",-9.330115902364096
2020,1,6,"Blue",-9.638160913193213
2020,1,7,"Blue",-8.501920925934932
2020,1,8,"Blue",-8.865324564997488
2020,1,9,"Blue",-8.7141880501569
2020,1,10,"Blue",-8.410625080188893
2020,1,11,"Blue",-8.834007859578444
2020,1,12,"Blue",-8.814623273128847
2020,1,13,"Blue",-8.79546679092576
2020,1,14,"Blue",-6.675368451538165
2020,1,15,"Blue",-6.636553906059868
2020,1,16,"Blue",-6.565870298413675
2020,1,17,"Blue",-6.981252748131271
2020,1,18,"Blue",-7.951534566811372
2020,1,19,"Blue",-7.373442526476123
2020,1,20,"Blue",-6.773132020693266
2020,1,21,"Blue",-4.604601325126134
2020,1,22,"Blue",-4.261243499904417
2020,1,23,"Blue",-4.359586071931824
2020,1,24,"Blue",-3.8543046613021104
2020,1,25,"Blue",-4.120042452068385
2020,1,26,"Blue",-4.211368633990673
2020,1,27,"Blue",-4.302489605860363
2020,1,28,"Blue",-4.167105790106022
2020,1,29,"Blue",-4.559489324974842
2020,1,30,"Blue",-4.552996272579566
2020,1,31,"Blue",-3.402293241309328
2020,2,1,"Blue",-2.6451224246295584
2020,2,2,"Blue",-2.560704741628016
2020,2,3,"Blue",-2.4765065646945175
2020,2,4,"Blue",1.8372667771108877
2020,2,5,"Blue",-5.974822569767816
2020,2,6,"Blue",-6.723987609603266
2020,2,7,"Blue",-7.266784808514702
2020,2,8,"Blue",-6.63613481753034
2020,2,9,"Blue",-6.616616937769365
2020,2,10,"Blue",-6.597075457060154
2020,2,11,"Blue",-6.502023684605007
2020,2,12,"Blue",-6.119767391834334
2020,2,13,"Blue",-5.9111628358064205
2020,2,14,"Blue",-6.949694990978607
2020,2,15,"Blue",-9.176561792179685
2020,2,16,"Blue",-9.1200528577724
2020,2,17,"Blue",-9.062138324378921
2020,2,18,"Blue",-8.41575714670858
2020,2,19,"Blue",-8.632100981932298
2020,2,20,"Blue",-6.21301550980823
2020,2,21,"Blue",-6.177078269324259
2020,2,22,"Blue",-5.568157805630023
2020,2,23,"Blue",-5.698885062864828
2020,2,24,"Blue",-5.828993061054359
2020,2,25,"Blue",-5.923348911281531
2020,2,26,"Blue",-5.372402818995329
2020,2,27,"Blue",-5.952723473204416
2020,2,28,"Blue",-5.7854110162333905
2020,2,29,"Blue",-5.517373260742649
2020,3,1,"Blue",-4.365133178108129
2020,3,2,"Blue",-3.1891449643072716
2020,3,3,"Blue",1.6749073413833364
2020,3,4,"Blue",-2.3900827063457983
2020,3,5,"Blue",-0.9976380144276699
2020,3,6,"Blue",-0.05287225192206744
2020,3,7,"Blue",0.8119714406973245
2020,3,8,"Blue",1.2388504101211284
2020,3,9,"Blue",1.6681929797278747
2020,3,10,"Blue",1.716343191620456
2020,3,11,"Blue",1.7889136112992163
2020,3,12,"Blue",0.8992294543882942
2020,3,13,"Blue",-0.8368970612700246
2020,3,14,"Blue",-1.3282552338239395
2020,3,15,"Blue",-2.270888808733198
2020,3,16,"Blue",-3.224747857093785
2020,3,17,"Blue",-8.714224174373054
2020,3,18,"Blue",-16.947399993685476
2020,3,19,"Blue",-22.90810368403717
2020,3,20,"Blue",-29.86785071154244
2020,3,21,"Blue",-32.02822137794735
2020,3,22,"Blue",-34.496457820965745
2020,3,23,"Blue",-36.96724629201415
2020,3,24,"Blue",-44.554731355252606
2020,3,25,"Blue",-52.418460505571844
2020,3,26,"Blue",-59.873214399591866
2020,3,27,"Blue",-66.50227339031859
2020,3,28,"Blue",-68.43140555330027
2020,3,29,"Blue",-70.36572303588369
2020,3,30,"Blue",-72.28978869054849
2020,3,31,"Blue",-75.66701570269203
2020,4,1,"Blue",-77.92461161111122
2020,4,2,"Blue",-79.95625974267699
2020,4,3,"Blue",-81.48463851181305
2020,4,4,"Blue",-82.18980461909317
2020,4,5,"Blue",-82.80433593892066
2020,4,6,"Blue",-83.41724296793507
2020,4,7,"Blue",-84.27932425492595
2020,4,8,"Blue",-85.01875504486966
2020,4,9,"Blue",-85.61404039125367
2020,4,10,"Blue",-86.1677847188491
2020,4,11,"Blue",-86.46499993471355
2020,4,12,"Blue",-86.61235689126143
2020,4,13,"Blue",-86.76139597332319
2020,4,14,"Blue",-86.9313103982179
2020,4,15,"Blue",-87.30977598933481
2020,4,16,"Blue",-87.55863200456074
2020,4,17,"Blue",-87.61775418467613
2020,4,18,"Blue",-87.63831662360553
2020,4,19,"Blue",-87.65816690644222
2020,4,20,"Blue",-87.6781198419068
2020,4,21,"Blue",-87.67824948285352
2020,4,22,"Blue",-87.80593838041091
2020,4,23,"Blue",-87.74400114040698
2020,4,24,"Blue",-87.70882319433888
2020,4,25,"Blue",-87.67652041159737
2020,4,26,"Blue",-87.70765766981529
2020,4,27,"Blue",-87.73889084116357
2020,4,28,"Blue",-87.42777596240478
2020,4,29,"Blue",-87.52994175852517
2020,4,30,"Blue",-87.42990749741189
2020,5,1,"Blue",-87.3007290287696
2020,5,2,"Blue",-87.26511806965583
2020,5,3,"Blue",-87.22364486526543
2020,5,4,"Blue",-87.18221035562166
2020,5,5,"Blue",-86.83456663355544
2020,5,6,"Blue",-86.69439936188952
2020,5,7,"Blue",-86.4502420586875
2020,5,8,"Blue",-86.2520524470317
2020,5,9,"Blue",-86.16112969266075
2020,5,10,"Blue",-86.10601582516585
2020,5,11,"Blue",-86.05088257536167
2020,5,12,"Blue",-85.58188271582164
2020,5,13,"Blue",-85.35423197492163
2020,5,14,"Blue",-85.12884151859882
2020,5,15,"Blue",-84.87783186413247
2020,5,16,"Blue",-85.30058005882235
2020,5,17,"Blue",-85.67034265744407
2020,5,18,"Blue",-86.03938611978813
2020,5,19,"Blue",-87.25834988656963
2020,5,20,"Blue",-88.60229713056522
2020,5,21,"Blue",-89.89623899945389
2020,5,22,"Blue",-91.16460909763711
2020,5,23,"Blue",-91.59865309258915
2020,5,24,"Blue",-91.95202389753028
2020,5,25,"Blue",-92.31361880911885
2020,5,26,"Blue",-93.4387224335728
2020,5,27,"Blue",-94.83243886133037
2020,5,28,"Blue",-96.22513184282167
2020,5,29,"Blue",-97.66636538659377
2020,5,30,"Blue",-97.68479090802302
2020,5,31,"Blue",-97.70053112682237
2020,6,1,"Blue",-97.71627949683224
2020,6,2,"Blue",-96.10991001250898
2020,6,3,"Blue",-94.3546259864155
2020,6,4,"Blue",-92.43360324626661
2020,6,5,"Blue",-90.57130068342103
2020,6,6,"Blue",-89.97500568873414
2020,6,7,"Blue",-89.32461153412466
2020,6,8,"Blue",-88.67620493677495
2020,6,9,"Blue",-86.73113153277534
2020,6,10,"Blue",-85.2127972839549
2020,6,11,"Blue",-83.6654551674007
2020,6,12,"Blue",-81.38198416190056
2020,6,13,"Blue",-80.74304852224867
2020,6,14,"Blue",-80.029337000935
2020,6,15,"Blue",-79.3140286404407
2020,6,16,"Blue",-78.47859018293302
2020,6,17,"Blue",-77.81799503878952
2020,6,18,"Blue",-77.28463957575384
2020,6,19,"Blue",-76.7548829619491
2020,6,20,"Blue",-76.50689316118276
2020,6,21,"Blue",-76.32363853786424
2020,6,22,"Blue",-76.13980885282822
2020,6,23,"Blue",-75.63190707794924
2020,6,24,"Blue",-74.97655771168343
2020,6,25,"Blue",-74.40530386277773
2020,6,26,"Blue",-73.45960272789542
2020,6,27,"Blue",-73.71930104579427
2020,6,28,"Blue",-73.68098212811802
2020,6,29,"Blue",-73.64254063066731
2020,6,30,"Blue",-73.3055345883444
2020,7,1,"Blue",-72.82370396229709
2020,7,2,"Blue",-72.22901819884872
2020,7,3,"Blue",-70.90863247441611
2020,7,4,"Blue",-70.33613497349883
2020,7,5,"Blue",-70.1989684948502
2020,7,6,"Blue",-70.06166189963226
2020,7,7,"Blue",-69.42478328331583
2020,7,8,"Blue",-69.03279723656354
2020,7,9,"Blue",-68.58692306132569
2020,7,10,"Blue",-68.28097466123837
2020,7,11,"Blue",-68.18958652430248
2020,7,12,"Blue",-68.16630973603577
2020,7,13,"Blue",-68.14297471523538
2020,7,14,"Blue",-67.62367515740475
2020,7,15,"Blue",-67.20487186292725
2020,7,16,"Blue",-66.5998808585584
2020,7,17,"Blue",-66.5226467214717
2020,7,18,"Blue",-67.78804110509671
2020,7,19,"Blue",-67.75307903792155
2020,7,20,"Blue",-67.71838792520522
2020,7,21,"Blue",-67.37741992901192
2020,7,22,"Blue",-67.03097017933055
2020,7,23,"Blue",-66.8755832010098
2020,7,24,"Blue",-66.6788357505559
2020,7,25,"Blue",-66.87606916305019
2020,7,26,"Blue",-66.87843917903487
2020,7,27,"Blue",-66.88081126102263
2020,7,28,"Blue",-66.36954774603639
2020,7,29,"Blue",-65.88478653872897
2020,7,30,"Blue",-65.57587278070326
2020,7,31,"Blue",-65.59620232330495
2020,8,1,"Blue",-65.610920816465
2020,8,2,"Blue",-65.55753837624312
2020,8,3,"Blue",-65.50404872693596
2020,8,4,"Blue",-65.4101753058043
2020,8,5,"Blue",-65.46313704975545
2020,8,6,"Blue",-65.37084021156024
2020,8,7,"Blue",-65.02164115068673
2020,8,8,"Blue",-65.0927858825716
2020,8,9,"Blue",-65.06212789479139
2020,8,10,"Blue",-65.03124073484358
2020,8,11,"Blue",-64.65240288060258
2020,8,12,"Blue",-64.48313691565232
2020,8,13,"Blue",-64.43863008390484
2020,8,14,"Blue",-64.30629122069838
2020,8,15,"Blue",-64.35977104337162
2020,8,16,"Blue",-64.4028280541008
2020,8,17,"Blue",-64.44610572817514
2020,8,18,"Blue",-64.34544895178658
2020,8,19,"Blue",-64.12620472617944
2020,8,20,"Blue",-63.857282557659246
2020,8,21,"Blue",-63.722302089577575
2020,8,22,"Blue",-63.595092213612695
2020,8,23,"Blue",-63.538029817651484
2020,8,24,"Blue",-63.48055923318534
2020,8,25,"Blue",-63.10164368101159
2020,8,26,"Blue",-62.75636077025648
2020,8,27,"Blue",-62.60057980234668
2020,8,28,"Blue",-62.327798183536196
2020,8,29,"Blue",-62.24080749121859
2020,8,30,"Blue",-61.67837753679108
2020,8,31,"Blue",-61.096271250117404
2020,9,1,"Blue",-59.98741965210941
2020,9,2,"Blue",-60.12651125992055
2020,9,3,"Blue",-59.79067746877119
2020,9,4,"Blue",-59.80898174550904
2020,9,5,"Blue",-60.40006582458749
2020,9,6,"Blue",-60.84525904258277
2020,9,7,"Blue",-61.288916574537055
2020,9,8,"Blue",-61.07395960746599
2020,9,9,"Blue",-61.20274112577191
2020,9,10,"Blue",-61.70498042067988
2020,9,11,"Blue",-61.57418861883277
2020,9,12,"Blue",-61.8192467002379
2020,9,13,"Blue",-61.95974295290685
2020,9,14,"Blue",-62.09978934697562
2020,9,15,"Blue",-61.88419382751659
2020,9,16,"Blue",-63.734399342589576
2020,9,17,"Blue",-63.549320826014586
2020,9,18,"Blue",-63.688283599743166
2020,9,19,"Blue",-63.917182128266184
2020,9,20,"Blue",-64.05507612842848
2020,9,21,"Blue",-64.19311600645543
2020,9,22,"Blue",-63.250266866647756
2020,9,23,"Blue",-63.177220147615934
2020,9,24,"Blue",-63.13602080887073
2020,9,25,"Blue",-62.7472022849338
2020,9,26,"Blue",-63.07963027743698
2020,9,27,"Blue",-63.17506806622636
2020,9,28,"Blue",-63.270780330018894
2020,9,29,"Blue",-63.09534415779804
2020,9,30,"Blue",-63.20101381201057
2020,10,1,"Blue",-63.004905665470055
2020,10,2,"Blue",-62.94716009089867
2020,10,3,"Blue",-62.98013065975402
2020,10,4,"Blue",-62.993367531411
2020,10,5,"Blue",-63.006682675472646
2020,10,6,"Blue",-62.71592435742684
2020,10,7,"Blue",-62.6925555968584
2020,10,8,"Blue",-62.60433029479985
2020,10,9,"Blue",-62.40709020672911
2020,10,10,"Blue",-62.528108239840854
2020,10,11,"Blue",-62.55217150514246
2020,10,12,"Blue",-62.57675971141704
2020,10,13,"Blue",-62.50725395909927
2020,10,14,"Blue",-62.56105760849844
2020,10,15,"Blue",-62.37445968869552
2020,10,16,"Blue",-62.50062230187686
2020,10,17,"Blue",-62.5833345212809
2020,10,18,"Blue",-62.704753522697196
2020,10,19,"Blue",-62.826458936398474
2020,10,20,"Blue",-62.735890388422256
2020,10,21,"Blue",-63.01447973798909
2020,10,22,"Blue",-62.95097626872162
2020,10,23,"Blue",-63.107301978882
2020,10,24,"Blue",-63.44474907153551
2020,10,25,"Blue",-63.71977530973795
2020,10,26,"Blue",-63.99430430335643
2020,10,27,"Blue",-63.27319587628865
2020,10,28,"Blue",-64.05541665521883
2020,10,29,"Blue",-64.48517405196695
2020,10,30,"Blue",-65.03894841854431
2020,10,31,"Blue",-65.19451830828086
2020,11,1,"Blue",-65.3035380209698
2020,11,2,"Blue",-65.41275033469974
2020,11,3,"Blue",-65.50287336473774
2020,11,4,"Blue",-65.5508364392823
2020,11,5,"Blue",-65.47140836883247
2020,11,6,"Blue",-65.15862888706322
2020,11,7,"Blue",-65.01793884045452
2020,11,8,"Blue",-64.88165335043374
2020,11,9,"Blue",-64.7430337670349
2020,11,10,"Blue",-64.13265832126017
2020,11,11,"Blue",-64.25405212190931
2020,11,12,"Blue",-63.82462307789388
2020,11,13,"Blue",-63.50087367663686
2020,11,14,"Blue",-63.35791400693219
2020,11,15,"Blue",-63.25026538869829
2020,11,16,"Blue",-63.14209254867899
2020,11,17,"Blue",-62.86883588391676
2020,11,18,"Blue",-62.69399450760328
2020,11,19,"Blue",-62.67490602064563
2020,11,20,"Blue",-62.59645615697039
2020,11,21,"Blue",-62.97538150846873
2020,11,22,"Blue",-63.27403468360099
2020,11,23,"Blue",-63.57266452081046
2020,11,24,"Blue",-63.607762734631834
2020,11,25,"Blue",-64.62288675930537
2020,11,26,"Blue",-66.32005776814975
2020,11,27,"Blue",-64.52872458322244
2020,11,28,"Blue",-63.15102517628382
2020,11,29,"Blue",-63.18956005348538
2020,11,30,"Blue",-63.22850290908099
2020,12,1,"Blue",-62.96088489900609
2020,12,2,"Blue",-62.38825141659184
2020,12,3,"Blue",-62.40513005222671
2020,12,4,"Blue",-62.37159160261362
2020,12,5,"Blue",-62.4859492524467
2020,12,6,"Blue",-62.67156405522641
2020,12,7,"Blue",-62.85772571588091
2020,12,8,"Blue",-62.5448656878832
2020,12,9,"Blue",-62.60167153713797
2020,12,10,"Blue",-62.462027407197894
2020,12,11,"Blue",-60.36213601883006
2020,12,12,"Blue",-63.304676114746236
2020,12,13,"Blue",-63.705299839679974
2020,12,14,"Blue",-64.09661006262472
2020,12,15,"Blue",-64.17635882190736
2020,12,16,"Blue",-64.51771968456515
2020,12,17,"Blue",-66.83336293533443
2020,12,18,"Blue",-66.74809877777238
2020,12,19,"Blue",-66.63434107578311
2020,12,20,"Blue",-66.64384893821784
2020,12,21,"Blue",-66.65347279446848
2020,12,22,"Blue",-66.26643960924645
2020,12,23,"Blue",-64.91105789279288
2020,12,24,"Blue",-62.65565350775144
2020,12,25,"Blue",-64.4789766407119
2020,12,26,"Blue",-63.710017677941025
2020,12,27,"Blue",-63.55105638150745
2020,12,28,"Blue",-63.38838942392149
2020,12,29,"Blue",-62.99880083988606
2020,12,30,"Blue",-62.05664022279534
2020,12,31,"Blue",-61.17815041639167
2021,1,1,"Blue",-61.27394390285617
2021,1,2,"Blue",-61.22373943941687
2021,1,3,"Blue",-61.280906547255874
2021,1,4,"Blue",-61.338246932589655
2021,1,5,"Blue",-61.255031367696255
2021,1,6,"Blue",-62.10446591105383
2021,1,7,"Blue",-64.0448553503848
2021,1,8,"Blue",-66.33159517906401
2021,1,9,"Blue",-66.39666569511505
2021,1,10,"Blue",-65.71350727874655
2021,1,11,"Blue",-65.03872410922646
2021,1,12,"Blue",-65.10710221790427
2021,1,13,"Blue",-65.86283066645116
2021,1,14,"Blue",-66.79741751435758
2021,1,15,"Blue",-67.07868230809802
2021,1,16,"Blue",-66.71680167307679
2021,1,17,"Blue",-65.81352014232145
2021,1,18,"Blue",-64.88766388259516
2021,1,19,"Blue",-64.18282048630752
2021,1,20,"Blue",-64.12673913790073
2021,1,21,"Blue",-64.05147950117887
2021,1,22,"Blue",-63.78276573891125
2021,1,23,"Blue",-63.92292300523531
2021,1,24,"Blue",-63.98997099717191
2021,1,25,"Blue",-64.05699586785973
2021,1,26,"Blue",-63.85451600552461
2021,1,27,"Blue",-63.95428352055282
2021,1,28,"Blue",-63.89527450827396
2021,1,29,"Blue",-64.10977888414699
2021,1,30,"Blue",-64.35299715193383
