servicedate,stationname,validations
3/17/2018,Oak Grove,3146
3/17/2018,Orient Heights,2414
3/17/2018,Park Street,8458
3/17/2018,Porter,4273
3/17/2018,Prudential,3378
3/17/2018,Quincy Adams,1825
3/17/2018,Quincy Center,3588
3/17/2018,Revere Beach,1952
3/17/2018,Riverside,1282
3/17/2018,Roxbury Crossing,1978
3/17/2018,Ruggles,4517
3/17/2018,Savin Hill,1105
3/17/2018,Science Park,681
3/17/2018,Shawmut,450
3/17/2018,South Station,8421
3/17/2018,State Street,5825
3/17/2018,Stony Brook,2257
3/17/2018,Suffolk Downs,266
3/17/2018,Sullivan Square,4781
3/17/2018,Symphony,1693
3/17/2018,Tufts Medical Center,2808
3/17/2018,Wellington,3144
3/17/2018,Wonderland,3588
3/17/2018,Wood Island,1168
3/17/2018,World Trade Center,923
3/18/2018,Airport,4149
3/18/2018,Alewife,4235
3/18/2018,Andrew,6302
3/18/2018,Aquarium,2352
3/18/2018,Arlington,2824
3/18/2018,Ashmont,2886
3/18/2018,Assembly,1663
3/18/2018,Back Bay,5089
3/18/2018,Beachmont,1338
3/18/2018,Bowdoin,442
3/18/2018,Boylston,4450
3/18/2018,Braintree,3318
3/18/2018,Broadway,7654
3/18/2018,Central,7071
3/18/2018,Charles MGH,2906
3/18/2018,Chinatown,3910
3/18/2018,Community College,877
3/18/2018,Copley,6828
3/18/2018,Courthouse,592
3/18/2018,Davis,4669
3/18/2018,Downtown Crossing,9545
3/18/2018,Fields Corner,2021
3/18/2018,Forest Hills,4389
3/18/2018,Government Center,2588
3/18/2018,Green Street,952
3/18/2018,Harvard,8882
3/18/2018,Haymarket,5331
3/18/2018,Hynes Convention Center,4275
3/18/2018,Jackson Square,2154
3/18/2018,JFK/Umass,2750
3/18/2018,Kendall/MIT,4137
3/18/2018,Kenmore,4161
3/18/2018,Lechmere,2718
3/18/2018,Malden Center,4159
3/18/2018,Massachusetts Ave.,1809
3/18/2018,Maverick,4859
3/18/2018,North Quincy,2595
3/18/2018,North Station,6113
3/18/2018,Oak Grove,2574
3/18/2018,Orient Heights,1489
3/18/2018,Park Street,6435
3/18/2018,Porter,3341
3/18/2018,Prudential,2456
3/18/2018,Quincy Adams,1843
3/18/2018,Quincy Center,2778
3/18/2018,Revere Beach,1431
3/18/2018,Riverside,1179
3/18/2018,Roxbury Crossing,1456
3/18/2018,Ruggles,3372
3/18/2018,Savin Hill,949
3/18/2018,Science Park,564
3/18/2018,Shawmut,737
3/18/2018,South Station,11548
3/18/2018,State Street,3694
3/18/2018,Stony Brook,1294
3/18/2018,Suffolk Downs,203
3/18/2018,Sullivan Square,3302
3/18/2018,Symphony,1242
3/18/2018,Tufts Medical Center,2443
3/18/2018,Wellington,1975
3/18/2018,Wonderland,2689
3/18/2018,Wood Island,763
3/18/2018,World Trade Center,605
3/19/2018,Airport,6728
3/19/2018,Alewife,11370
3/19/2018,Andrew,5967
3/19/2018,Aquarium,4117
3/19/2018,Arlington,7193
3/19/2018,Ashmont,9024
3/19/2018,Assembly,3115
3/19/2018,Back Bay,15466
3/19/2018,Beachmont,3018
3/19/2018,Bowdoin,2078
3/19/2018,Boylston,5743
3/19/2018,Braintree,4283
3/19/2018,Broadway,5783
3/19/2018,Central,14346
3/19/2018,Charles MGH,10020
3/19/2018,Chinatown,6126
3/19/2018,Community College,5205
3/19/2018,Copley,11544
3/19/2018,Courthouse,1888
3/19/2018,Davis,10889
3/19/2018,Downtown Crossing,23563
3/19/2018,Fields Corner,4883
3/19/2018,Forest Hills,13002
3/19/2018,Government Center,7075
3/19/2018,Green Street,2235
3/19/2018,Harvard,18302
3/19/2018,Haymarket,10124
3/19/2018,Hynes Convention Center,6108
3/19/2018,Jackson Square,5214
3/19/2018,JFK/Umass,8662
3/19/2018,Kendall/MIT,16847
3/19/2018,Kenmore,7123
3/19/2018,Lechmere,5686
3/19/2018,Malden Center,11550
3/19/2018,Massachusetts Ave.,4153
3/19/2018,Maverick,10308
3/19/2018,North Quincy,8658
3/19/2018,North Station,18104
3/19/2018,Oak Grove,6766
3/19/2018,Orient Heights,3734
3/19/2018,Park Street,14302
3/19/2018,Porter,8105
3/19/2018,Prudential,3236
3/19/2018,Quincy Adams,4836
3/19/2018,Quincy Center,7676
3/19/2018,Revere Beach,2875
3/19/2018,Riverside,1742
3/19/2018,Roxbury Crossing,4513
3/19/2018,Ruggles,10221
3/19/2018,Savin Hill,2248
3/19/2018,Science Park,688
3/19/2018,Shawmut,2314
3/19/2018,South Station,25040
3/19/2018,State Street,14213
3/19/2018,Stony Brook,3568
3/19/2018,Suffolk Downs,300
3/19/2018,Sullivan Square,9105
3/19/2018,Symphony,1301
3/19/2018,Tufts Medical Center,6229
3/19/2018,Wellington,7307
3/19/2018,Wonderland,6439
3/19/2018,Wood Island,1985
3/19/2018,World Trade Center,892
3/20/2018,Airport,6693
3/20/2018,Alewife,11727
3/20/2018,Andrew,6005
3/20/2018,Aquarium,4224
3/20/2018,Arlington,7299
3/20/2018,Ashmont,9313
3/20/2018,Assembly,3416
3/20/2018,Back Bay,16484
3/20/2018,Beachmont,3145
3/20/2018,Bowdoin,2279
3/20/2018,Boylston,6153
3/20/2018,Braintree,4369
3/20/2018,Broadway,6261
3/20/2018,Central,15535
3/20/2018,Charles MGH,10837
3/20/2018,Chinatown,5932
3/20/2018,Community College,5221
3/20/2018,Copley,12467
3/20/2018,Courthouse,1937
3/20/2018,Davis,11983
3/20/2018,Downtown Crossing,23983
3/20/2018,Fields Corner,5035
3/20/2018,Forest Hills,13277
3/20/2018,Government Center,7598
3/20/2018,Green Street,2907
3/20/2018,Harvard,19538
3/20/2018,Haymarket,10652
3/20/2018,Hynes Convention Center,6470
3/20/2018,Jackson Square,5866
3/20/2018,JFK/Umass,9395
3/20/2018,Kendall/MIT,17595
3/20/2018,Kenmore,7246
3/20/2018,Lechmere,5948
3/20/2018,Malden Center,11906
3/20/2018,Massachusetts Ave.,4380
3/20/2018,Maverick,11058
3/20/2018,North Quincy,8905
3/20/2018,North Station,18656
3/20/2018,Oak Grove,6673
3/20/2018,Orient Heights,4067
3/20/2018,Park Street,15395
3/20/2018,Porter,8524
3/20/2018,Prudential,3279
3/20/2018,Quincy Adams,4974
3/20/2018,Quincy Center,8053
3/20/2018,Revere Beach,3035
3/20/2018,Riverside,1688
3/20/2018,Roxbury Crossing,4814
3/20/2018,Ruggles,10877
3/20/2018,Savin Hill,2353
3/20/2018,Science Park,690
3/20/2018,Shawmut,2420
3/20/2018,South Station,25086
3/20/2018,State Street,14690
3/20/2018,Stony Brook,3697
3/20/2018,Suffolk Downs,359
3/20/2018,Sullivan Square,9273
3/20/2018,Symphony,2241
3/20/2018,Tufts Medical Center,6416
3/20/2018,Wellington,7580
3/20/2018,Wonderland,6753
3/20/2018,Wood Island,2127
3/20/2018,World Trade Center,765
3/21/2018,Airport,6046
3/21/2018,Alewife,9973
3/21/2018,Andrew,5708
3/21/2018,Aquarium,3681
3/21/2018,Arlington,6266
3/21/2018,Ashmont,8350
3/21/2018,Assembly,2752
3/21/2018,Back Bay,13588
3/21/2018,Beachmont,2931
3/21/2018,Bowdoin,2062
3/21/2018,Boylston,5605
3/21/2018,Braintree,3602
3/21/2018,Broadway,5566
3/21/2018,Central,14250
3/21/2018,Charles MGH,9882
3/21/2018,Chinatown,5289
3/21/2018,Community College,4531
3/21/2018,Copley,10661
3/21/2018,Courthouse,1800
3/21/2018,Davis,10599
3/21/2018,Downtown Crossing,21246
3/21/2018,Fields Corner,4497
3/21/2018,Forest Hills,12108
3/21/2018,Government Center,6683
3/21/2018,Green Street,2668
3/21/2018,Harvard,17098
3/21/2018,Haymarket,9212
3/21/2018,Hynes Convention Center,5837
3/21/2018,Jackson Square,5113
3/21/2018,JFK/Umass,6562
3/21/2018,Kendall/MIT,14959
3/21/2018,Kenmore,6036
3/21/2018,Lechmere,5063
3/21/2018,Malden Center,10368
3/21/2018,Massachusetts Ave.,4902
3/21/2018,Maverick,10129
3/21/2018,North Quincy,6926
3/21/2018,North Station,13169
3/21/2018,Oak Grove,5665
3/21/2018,Orient Heights,3797
3/21/2018,Park Street,13303
3/21/2018,Porter,7349
3/21/2018,Prudential,2841
3/21/2018,Quincy Adams,3987
3/21/2018,Quincy Center,6615
3/21/2018,Revere Beach,2763
3/21/2018,Riverside,1307
3/21/2018,Roxbury Crossing,4273
3/21/2018,Ruggles,9824
3/21/2018,Savin Hill,2099
3/21/2018,Science Park,590
3/21/2018,Shawmut,2135
3/21/2018,South Station,19310
3/21/2018,State Street,12848
3/21/2018,Stony Brook,3254
3/21/2018,Suffolk Downs,374
3/21/2018,Sullivan Square,8064
3/21/2018,Symphony,1411
3/21/2018,Tufts Medical Center,5975
3/21/2018,Wellington,6302
3/21/2018,Wonderland,6240
3/21/2018,Wood Island,2017
3/21/2018,World Trade Center,761
3/22/2018,Airport,6060
3/22/2018,Alewife,10371
3/22/2018,Andrew,5001
3/22/2018,Aquarium,3599
3/22/2018,Arlington,6399
3/22/2018,Ashmont,7332
3/22/2018,Assembly,3021
3/22/2018,Back Bay,14381
3/22/2018,Beachmont,2724
3/22/2018,Bowdoin,2039
3/22/2018,Boylston,5709
3/22/2018,Braintree,3600
3/22/2018,Broadway,5347
3/22/2018,Central,13725
3/22/2018,Charles MGH,9841
3/22/2018,Chinatown,5135
3/22/2018,Community College,3755
3/22/2018,Copley,10675
3/22/2018,Courthouse,1908
3/22/2018,Davis,11166
3/22/2018,Downtown Crossing,21264
3/22/2018,Fields Corner,3735
3/22/2018,Forest Hills,10487
3/22/2018,Government Center,6659
3/22/2018,Green Street,2474
3/22/2018,Harvard,18288
3/22/2018,Haymarket,9042
3/22/2018,Hynes Convention Center,6097
3/22/2018,Jackson Square,4437
3/22/2018,JFK/Umass,7714
3/22/2018,Kendall/MIT,16116
3/22/2018,Kenmore,6016
3/22/2018,Lechmere,5256
3/22/2018,Malden Center,10041
3/22/2018,Massachusetts Ave.,5066
3/22/2018,Maverick,9472
3/22/2018,North Quincy,7724
3/22/2018,North Station,13744
3/22/2018,Oak Grove,5587
3/22/2018,Orient Heights,3627
3/22/2018,Park Street,14320
3/22/2018,Porter,7896
3/22/2018,Prudential,3061
3/22/2018,Quincy Adams,4011
3/22/2018,Quincy Center,6508
3/22/2018,Revere Beach,2555
3/22/2018,Riverside,1373
3/22/2018,Roxbury Crossing,3097
3/22/2018,Ruggles,8545
3/22/2018,Savin Hill,1959
3/22/2018,Science Park,565
3/22/2018,Shawmut,1888
3/22/2018,South Station,21967
3/22/2018,State Street,12541
3/22/2018,Stony Brook,3200
3/22/2018,Suffolk Downs,356
3/22/2018,Sullivan Square,7615
3/22/2018,Symphony,1584
3/22/2018,Tufts Medical Center,5370
3/22/2018,Wellington,6094
3/22/2018,Wonderland,5717
3/22/2018,Wood Island,1725
3/22/2018,World Trade Center,810
3/23/2018,Airport,7212
3/23/2018,Alewife,11620
3/23/2018,Andrew,5990
3/23/2018,Aquarium,4752
3/23/2018,Arlington,7166
3/23/2018,Ashmont,8676
3/23/2018,Assembly,3357
3/23/2018,Back Bay,16167
3/23/2018,Beachmont,3109
3/23/2018,Bowdoin,2077
3/23/2018,Boylston,6558
3/23/2018,Braintree,4164
3/23/2018,Broadway,5980
3/23/2018,Central,15903
3/23/2018,Charles MGH,10298
3/23/2018,Chinatown,6403
3/23/2018,Community College,3855
3/23/2018,Copley,13744
3/23/2018,Courthouse,1949
3/23/2018,Davis,12293
3/23/2018,Downtown Crossing,25474
3/23/2018,Fields Corner,5105
3/23/2018,Forest Hills,13514
3/23/2018,Government Center,7715
3/23/2018,Green Street,3154
3/23/2018,Harvard,21423
3/23/2018,Haymarket,12725
3/23/2018,Hynes Convention Center,7654
3/23/2018,Jackson Square,5927
3/23/2018,JFK/Umass,8589
3/23/2018,Kendall/MIT,16632
3/23/2018,Kenmore,7443
3/23/2018,Lechmere,6083
3/23/2018,Malden Center,11479
3/23/2018,Massachusetts Ave.,6303
3/23/2018,Maverick,11507
3/23/2018,North Quincy,8679
3/23/2018,North Station,16380
3/23/2018,Oak Grove,6232
3/23/2018,Orient Heights,4378
3/23/2018,Park Street,16500
3/23/2018,Porter,8340
3/23/2018,Prudential,3804
3/23/2018,Quincy Adams,4680
3/23/2018,Quincy Center,7532
3/23/2018,Revere Beach,3015
3/23/2018,Riverside,1168
3/23/2018,Roxbury Crossing,5069
3/23/2018,Ruggles,10219
3/23/2018,Savin Hill,2321
3/23/2018,Science Park,1112
3/23/2018,Shawmut,2285
3/23/2018,South Station,24708
3/23/2018,State Street,13899
3/23/2018,Stony Brook,3729
3/23/2018,Suffolk Downs,521
3/23/2018,Sullivan Square,8760
3/23/2018,Symphony,2119
3/23/2018,Tufts Medical Center,6232
3/23/2018,Wellington,7107
3/23/2018,Wonderland,6640
3/23/2018,Wood Island,2199
3/23/2018,World Trade Center,1011
3/24/2018,Airport,5080
3/24/2018,Alewife,9076
3/24/2018,Andrew,3088
3/24/2018,Aquarium,3491
3/24/2018,Arlington,8710
3/24/2018,Ashmont,4441
3/24/2018,Assembly,3118
3/24/2018,Back Bay,9526
3/24/2018,Beachmont,1816
3/24/2018,Bowdoin,650
3/24/2018,Boylston,3508
3/24/2018,Braintree,2632
3/24/2018,Broadway,2926
3/24/2018,Central,10799
3/24/2018,Charles MGH,7933
3/24/2018,Chinatown,6975
3/24/2018,Community College,1871
3/24/2018,Copley,11369
3/24/2018,Courthouse,775
3/24/2018,Davis,8154
3/24/2018,Downtown Crossing,17207
3/24/2018,Fields Corner,2866
3/24/2018,Forest Hills,7566
3/24/2018,Government Center,5004
3/24/2018,Green Street,2601
3/24/2018,Harvard,16335
3/24/2018,Haymarket,10552
3/24/2018,Hynes Convention Center,7209
3/24/2018,Jackson Square,3495
3/24/2018,JFK/Umass,3241
3/24/2018,Kendall/MIT,5944
3/24/2018,Kenmore,5882
3/24/2018,Lechmere,4156
3/24/2018,Malden Center,6537
3/24/2018,Massachusetts Ave.,4182
3/24/2018,Maverick,7491
3/24/2018,North Quincy,4217
3/24/2018,North Station,5448
3/24/2018,Oak Grove,3948
3/24/2018,Orient Heights,2570
3/24/2018,Park Street,21675
3/24/2018,Porter,5769
3/24/2018,Prudential,3223
3/24/2018,Quincy Adams,2119
3/24/2018,Quincy Center,3370
3/24/2018,Revere Beach,2075
3/24/2018,Riverside,1978
3/24/2018,Roxbury Crossing,2300
3/24/2018,Ruggles,4843
3/24/2018,Savin Hill,1308
3/24/2018,Science Park,767
3/24/2018,Shawmut,1155
3/24/2018,South Station,9147
3/24/2018,State Street,5926
3/24/2018,Stony Brook,2897
3/24/2018,Suffolk Downs,207
3/24/2018,Sullivan Square,5521
3/24/2018,Symphony,1824
3/24/2018,Tufts Medical Center,3317
3/24/2018,Wellington,3923
3/24/2018,Wonderland,4326
3/24/2018,Wood Island,1391
3/24/2018,World Trade Center,576
3/25/2018,Airport,4307
3/25/2018,Alewife,3040
3/25/2018,Andrew,2163
3/25/2018,Aquarium,2410
3/25/2018,Arlington,2992
3/25/2018,Ashmont,2754
3/25/2018,Assembly,1702
3/25/2018,Back Bay,5234
3/25/2018,Beachmont,1338
3/25/2018,Bowdoin,480
3/25/2018,Boylston,4032
3/25/2018,Braintree,1117
3/25/2018,Broadway,1836
3/25/2018,Central,6713
3/25/2018,Charles MGH,2707
3/25/2018,Chinatown,3538
3/25/2018,Community College,1136
3/25/2018,Copley,7404
3/25/2018,Courthouse,634
3/25/2018,Davis,4563
3/25/2018,Downtown Crossing,8520
3/25/2018,Fields Corner,1912
3/25/2018,Forest Hills,4265
3/25/2018,Government Center,2534
3/25/2018,Green Street,1093
3/25/2018,Harvard,9640
3/25/2018,Haymarket,5402
3/25/2018,Hynes Convention Center,4911
3/25/2018,Jackson Square,2190
3/25/2018,JFK/Umass,2009
3/25/2018,Kendall/MIT,3634
3/25/2018,Kenmore,3955
3/25/2018,Lechmere,2692
3/25/2018,Malden Center,4024
3/25/2018,Massachusetts Ave.,2526
3/25/2018,Maverick,5069
3/25/2018,North Quincy,2360
3/25/2018,North Station,5719
3/25/2018,Oak Grove,1878
3/25/2018,Orient Heights,1514
3/25/2018,Park Street,6925
3/25/2018,Porter,3186
3/25/2018,Prudential,2620
3/25/2018,Quincy Adams,806
3/25/2018,Quincy Center,2140
3/25/2018,Revere Beach,1496
3/25/2018,Riverside,727
3/25/2018,Roxbury Crossing,1367
3/25/2018,Ruggles,3119
3/25/2018,Savin Hill,858
3/25/2018,Science Park,477
3/25/2018,Shawmut,806
3/25/2018,South Station,7291
3/25/2018,State Street,3596
3/25/2018,Stony Brook,1230
3/25/2018,Suffolk Downs,166
3/25/2018,Sullivan Square,3313
3/25/2018,Symphony,1234
3/25/2018,Tufts Medical Center,2073
3/25/2018,Wellington,1851
3/25/2018,Wonderland,2473
3/25/2018,Wood Island,949
3/25/2018,World Trade Center,412
3/26/2018,Airport,6905
3/26/2018,Alewife,11383
3/26/2018,Andrew,5741
3/26/2018,Aquarium,3977
3/26/2018,Arlington,7249
3/26/2018,Ashmont,9277
3/26/2018,Assembly,3362
3/26/2018,Back Bay,15025
3/26/2018,Beachmont,3112
3/26/2018,Bowdoin,2090
3/26/2018,Boylston,5907
3/26/2018,Braintree,4442
3/26/2018,Broadway,6226
3/26/2018,Central,15064
3/26/2018,Charles MGH,10270
3/26/2018,Chinatown,6061
3/26/2018,Community College,5174
3/26/2018,Copley,12336
3/26/2018,Courthouse,1935
3/26/2018,Davis,11701
3/26/2018,Downtown Crossing,24376
3/26/2018,Fields Corner,4971
3/26/2018,Forest Hills,13412
3/26/2018,Government Center,7673
3/26/2018,Green Street,3431
3/26/2018,Harvard,18746
3/26/2018,Haymarket,10517
3/26/2018,Hynes Convention Center,7144
3/26/2018,Jackson Square,5468
3/26/2018,JFK/Umass,9032
3/26/2018,Kendall/MIT,16149
3/26/2018,Kenmore,6567
3/26/2018,Lechmere,5783
3/26/2018,Malden Center,11739
3/26/2018,Massachusetts Ave.,5973
3/26/2018,Maverick,10728
3/26/2018,North Quincy,8256
3/26/2018,North Station,17769
3/26/2018,Oak Grove,6795
3/26/2018,Orient Heights,3886
3/26/2018,Park Street,16841
3/26/2018,Porter,7713
3/26/2018,Prudential,3358
3/26/2018,Quincy Adams,5135
3/26/2018,Quincy Center,7883
3/26/2018,Revere Beach,2965
3/26/2018,Riverside,1735
3/26/2018,Roxbury Crossing,4849
3/26/2018,Ruggles,10322
3/26/2018,Savin Hill,2366
3/26/2018,Science Park,698
3/26/2018,Shawmut,2390
3/26/2018,South Station,25239
3/26/2018,State Street,14098
3/26/2018,Stony Brook,3644
3/26/2018,Suffolk Downs,355
3/26/2018,Sullivan Square,9030
3/26/2018,Symphony,1517
3/26/2018,Tufts Medical Center,4894
3/26/2018,Wellington,7332
3/26/2018,Wonderland,6739
3/26/2018,Wood Island,2153
3/26/2018,World Trade Center,1113
3/27/2018,Airport,6901
3/27/2018,Alewife,11718
3/27/2018,Andrew,6145
3/27/2018,Aquarium,3942
3/27/2018,Arlington,7549
3/27/2018,Ashmont,9414
3/27/2018,Assembly,3529
3/27/2018,Back Bay,15758
3/27/2018,Beachmont,3153
3/27/2018,Bowdoin,2101
3/27/2018,Boylston,6143
3/27/2018,Braintree,4319
3/27/2018,Broadway,6376
3/27/2018,Central,15117
3/27/2018,Charles MGH,10730
3/27/2018,Chinatown,5999
3/27/2018,Community College,5406
3/27/2018,Copley,12977
3/27/2018,Courthouse,1969
3/27/2018,Davis,12252
3/27/2018,Downtown Crossing,24780
3/27/2018,Fields Corner,5028
3/27/2018,Forest Hills,13594
3/27/2018,Government Center,7802
3/27/2018,Green Street,3513
3/27/2018,Harvard,19128
3/27/2018,Haymarket,10679
3/27/2018,Hynes Convention Center,7498
3/27/2018,Jackson Square,5732
3/27/2018,JFK/Umass,9317
3/27/2018,Kendall/MIT,16644
3/27/2018,Kenmore,6816
3/27/2018,Lechmere,5851
3/27/2018,Malden Center,10567
3/27/2018,Massachusetts Ave.,6238
3/27/2018,Maverick,11124
3/27/2018,North Quincy,8677
3/27/2018,North Station,15268
3/27/2018,Oak Grove,6592
3/27/2018,Orient Heights,4341
3/27/2018,Park Street,18076
3/27/2018,Porter,8219
3/27/2018,Prudential,3518
3/27/2018,Quincy Adams,5035
3/27/2018,Quincy Center,8282
3/27/2018,Revere Beach,3107
3/27/2018,Riverside,1661
3/27/2018,Roxbury Crossing,4862
3/27/2018,Ruggles,10427
3/27/2018,Savin Hill,2354
3/27/2018,Science Park,714
3/27/2018,Shawmut,2428
3/27/2018,South Station,24914
3/27/2018,State Street,14382
3/27/2018,Stony Brook,3801
3/27/2018,Suffolk Downs,339
3/27/2018,Sullivan Square,9012
3/27/2018,Symphony,1891
3/27/2018,Tufts Medical Center,6453
3/27/2018,Wellington,7303
3/27/2018,Wonderland,6988
3/27/2018,Wood Island,2216
3/27/2018,World Trade Center,944
3/28/2018,Airport,7025
3/28/2018,Alewife,11630
3/28/2018,Andrew,5951
3/28/2018,Aquarium,4523
3/28/2018,Arlington,7521
3/28/2018,Ashmont,9212
3/28/2018,Assembly,3547
3/28/2018,Back Bay,16394
3/28/2018,Beachmont,3259
3/28/2018,Bowdoin,2174
3/28/2018,Boylston,6210
3/28/2018,Braintree,4289
3/28/2018,Broadway,6115
3/28/2018,Central,16066
3/28/2018,Charles MGH,10905
3/28/2018,Chinatown,6098
3/28/2018,Community College,5452
3/28/2018,Copley,13139
3/28/2018,Courthouse,1888
3/28/2018,Davis,12468
3/28/2018,Downtown Crossing,24742
3/28/2018,Fields Corner,5113
3/28/2018,Forest Hills,13794
3/28/2018,Government Center,7986
3/28/2018,Green Street,3592
3/28/2018,Harvard,19921
3/28/2018,Haymarket,10844
3/28/2018,Hynes Convention Center,7663
3/28/2018,Jackson Square,5791
3/28/2018,JFK/Umass,9315
3/28/2018,Kendall/MIT,16590
3/28/2018,Kenmore,6949
3/28/2018,Lechmere,5806
3/28/2018,Malden Center,12180
3/28/2018,Massachusetts Ave.,6356
3/28/2018,Maverick,11207
3/28/2018,North Quincy,8638
3/28/2018,North Station,15122
3/28/2018,Oak Grove,6637
3/28/2018,Orient Heights,4472
3/28/2018,Park Street,18751
3/28/2018,Porter,8368
3/28/2018,Prudential,3421
3/28/2018,Quincy Adams,5120
3/28/2018,Quincy Center,8149
3/28/2018,Revere Beach,3157
3/28/2018,Riverside,1756
3/28/2018,Roxbury Crossing,5019
3/28/2018,Ruggles,10673
3/28/2018,Savin Hill,2445
3/28/2018,Science Park,715
3/28/2018,Shawmut,2401
3/28/2018,South Station,25175
3/28/2018,State Street,14344
3/28/2018,Stony Brook,3729
3/28/2018,Suffolk Downs,369
3/28/2018,Sullivan Square,9005
3/28/2018,Symphony,1716
3/28/2018,Tufts Medical Center,6486
3/28/2018,Wellington,7431
3/28/2018,Wonderland,6934
3/28/2018,Wood Island,2233
3/28/2018,World Trade Center,929
3/29/2018,Airport,7346
3/29/2018,Alewife,12182
3/29/2018,Andrew,5618
3/29/2018,Aquarium,4704
3/29/2018,Arlington,7575
3/29/2018,Ashmont,9255
3/29/2018,Assembly,3690
3/29/2018,Back Bay,17074
3/29/2018,Beachmont,3286
3/29/2018,Bowdoin,2234
3/29/2018,Boylston,6585
3/29/2018,Braintree,4642
3/29/2018,Broadway,6327
3/29/2018,Central,16184
3/29/2018,Charles MGH,10755
3/29/2018,Chinatown,6406
3/29/2018,Community College,5208
3/29/2018,Copley,13566
3/29/2018,Courthouse,2126
3/29/2018,Davis,12433
3/29/2018,Downtown Crossing,25260
3/29/2018,Fields Corner,5088
3/29/2018,Forest Hills,13869
3/29/2018,Government Center,8041
3/29/2018,Green Street,3586
3/29/2018,Harvard,21189
3/29/2018,Haymarket,11456
3/29/2018,Hynes Convention Center,8420
3/29/2018,Jackson Square,5825
3/29/2018,JFK/Umass,9374
3/29/2018,Kendall/MIT,16572
3/29/2018,Kenmore,7854
3/29/2018,Lechmere,6022
3/29/2018,Malden Center,12240
3/29/2018,Massachusetts Ave.,6606
3/29/2018,Maverick,11199
3/29/2018,North Quincy,8863
3/29/2018,North Station,18327
3/29/2018,Oak Grove,7161
3/29/2018,Orient Heights,4428
